path,dog_detected,best_confidence,dog_frame_count,total_frames_checked
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-48-12.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-49-02.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-49-17.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-49-37.mp4,FALSE,0,0,34
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-49-50.mp4,FALSE,0,0,31
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-50-02.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-50-15.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-50-39.mp4,FALSE,0,0,80
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-51-17.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-51-40.mp4,FALSE,0,0,116
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-53-01.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-54-26.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-55-17.mp4,TRUE,0.686,6,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-55-38.mp4,TRUE,0.737,17,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-55-49.mp4,TRUE,0.884,11,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 13-57-04.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-01-35.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-02-45.mp4,TRUE,0.888,24,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-03-14.mp4,TRUE,0.68,8,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-04-25.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-04-38.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-05-07.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-06-04.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-06-23.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-12-15.mp4,TRUE,0.734,3,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-18-11.mp4,TRUE,0.787,4,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-20-02.mp4,TRUE,0.648,10,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-28-28.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-28-57.mp4,FALSE,0,0,28
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-45-15.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-45-34.mp4,FALSE,0,0,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-46-33.mp4,FALSE,0,0,96
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-47-36.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-47-54.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-48-30.mp4,TRUE,0.665,2,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-48-55.mp4,TRUE,0.867,21,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-49-27.mp4,TRUE,0.649,25,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-50-03.mp4,TRUE,0.788,40,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-50-33.mp4,TRUE,0.738,39,100
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-51-17.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-51-40.mp4,TRUE,0.821,14,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-52-07.mp4,TRUE,0.906,41,244
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-54-02.mp4,FALSE,0,0,61
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-54-28.mp4,FALSE,0,0,88
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-55-15.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-55-42.mp4,FALSE,0,0,55
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-56-05.mp4,TRUE,0.491,2,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-56-22.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-56-35.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-56-59.mp4,TRUE,0.504,1,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-57-48.mp4,TRUE,0.562,1,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-58-14.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-58-39.mp4,TRUE,0.639,1,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-05-32.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-06-02.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-07-18.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-07-43.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-08-50.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-09-57.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-18-51.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-19-07.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-21-30.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-27-30.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-28-09.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-31-19.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-55-38.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-57-07.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 15-59-42.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-17-20.mp4,FALSE,0,0,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-17-54.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-18-37.mp4,FALSE,0,0,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-19-12.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-19-32.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-19-54.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-20-10.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-20-35.mp4,FALSE,0,0,220
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-22-21.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-22-43.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-23-07.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-23-33.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-23-59.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-24-23.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-26-58.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-27-21.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-28-20.mp4,FALSE,0,0,28
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-28-44.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-28-59.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-29-21.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-29-40.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-29-54.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-30-26.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-31-04.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-31-30.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-31-54.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-32-17.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-32-41.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-33-07.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-48-00.mp4,FALSE,0,0,39
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-48-15.mp4,FALSE,0,0,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-48-50.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-49-06.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-49-44.mp4,FALSE,0,0,85
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-50-22.mp4,FALSE,0,0,128
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-51-33.mp4,TRUE,0.571,3,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-52-18.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-52-47.mp4,TRUE,0.62,6,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-53-16.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 16-53-33.mp4,TRUE,0.727,8,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-01-08.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-01-29.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-01-44.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-01-57.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-02-41.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-03-06.mp4,FALSE,0,0,76
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-03-40.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-04-29.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-07-14.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-07-48.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-08-04.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-08-49.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-10-08.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-10-50.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-12-08.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-13-40.mp4,FALSE,0,0,60
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-14-30.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-14-58.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-15-20.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-15-44.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-16-22.mp4,TRUE,0.594,1,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-17-22.mp4,TRUE,0.813,25,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-17-40.mp4,TRUE,0.685,11,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-20-25.mp4,TRUE,0.823,47,96
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-21-14.mp4,TRUE,0.559,5,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-27-56.mp4,TRUE,0.876,4,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-28-26.mp4,FALSE,0,0,22
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-29-08.mp4,TRUE,0.671,8,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-30-08.mp4,TRUE,0.828,15,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-31-02.mp4,TRUE,0.624,3,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 17-47-22.mp4,TRUE,0.538,5,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-03-08.mp4,TRUE,0.523,1,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-04-38.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-05-08.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-06-03.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-06-55.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-12-00.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-14-08.mp4,FALSE,0,0,92
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-14-51.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-15-26.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-21-45.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-22-55.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-23-15.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-23-43.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-24-14.mp4,TRUE,0.723,2,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-25-16.mp4,TRUE,0.669,4,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-26-18.mp4,TRUE,0.721,5,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-31-37.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-37-36.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-43-11.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-44-34.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-49-40.mp4,FALSE,0,0,116
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-50-34.mp4,FALSE,0,0,35
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-50-47.mp4,FALSE,0,0,120
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-51-49.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-52-52.mp4,FALSE,0,0,39
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-53-08.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-53-31.mp4,FALSE,0,0,80
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-54-09.mp4,FALSE,0,0,48
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-54-52.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-55-24.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-57-13.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-57-42.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 18-58-53.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-00-16.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-00-34.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-00-56.mp4,FALSE,0,0,56
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-01-28.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-01-52.mp4,FALSE,0,0,35
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-03-07.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-04-44.mp4,FALSE,0,0,68
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-05-42.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-06-39.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-06-58.mp4,FALSE,0,0,72
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-08-27.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-09-07.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-09-45.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-10-10.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-10-33.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-10-48.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-14-01.mp4,FALSE,0,0,72
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-14-33.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-17-09.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-17-26.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-17-39.mp4,FALSE,0,0,39
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-17-56.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-18-59.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-19-44.mp4,FALSE,0,0,92
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-21-45.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-22-36.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-23-29.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-25-16.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-26-11.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-27-07.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-27-24.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-28-24.mp4,FALSE,0,0,43
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-30-44.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-30-56.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-31-23.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-32-26.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-33-57.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-35-42.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-36-52.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-37-33.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-37-46.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-37-58.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-38-28.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-38-49.mp4,FALSE,0,0,44
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-40-40.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-40-52.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-41-52.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-42-23.mp4,FALSE,0,0,92
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-43-18.mp4,FALSE,0,0,64
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-44-50.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-45-15.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-46-18.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-46-39.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-47-57.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-48-10.mp4,FALSE,0,0,40
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-49-21.mp4,FALSE,0,0,32
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-50-40.mp4,FALSE,0,0,36
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-50-55.mp4,FALSE,0,0,52
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 19-51-25.mp4,FALSE,0,0,36
