path,on_pad,best_overlap,pad_frame_count,dog_frame_count,total_frames_checked,best_confidence
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-28-50.mp4,True,0.444,9,18,212,0.723
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-35-23.mp4,True,0.956,20,31,77,0.909
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-40-37.mp4,True,0.065,22,42,92,0.796
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-29-54.mp4,True,1.0,29,37,112,0.858
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 19-12-19.mp4,True,1.0,3,6,36,0.9
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-25-38.mp4,True,0.069,1,6,40,0.692
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 19-26-43.mp4,True,0.1,3,10,96,0.803
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-27-22.mp4,True,0.061,5,20,32,0.84
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 19-33-59.mp4,True,0.557,26,51,72,0.847
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-34-35.mp4,True,0.066,3,8,36,0.786
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 19-21-31.mp4,True,1.0,15,25,56,0.882
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-34-59.mp4,True,0.061,2,10,60,0.835
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-33-17.mp4,True,0.056,2,14,88,0.795
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-29-29.mp4,True,0.192,11,34,144,0.851
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-30-37.mp4,True,0.053,1,22,128,0.917
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-37-35.mp4,True,0.078,1,9,48,0.848
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-46-03.mp4,True,0.149,10,28,40,0.834
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-45-13.mp4,True,0.078,7,51,80,0.81
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-36-59.mp4,True,0.063,2,38,80,0.862
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-02-10.mp4,True,0.093,11,15,40,0.829
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-58-02.mp4,True,0.183,5,20,52,0.806
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-56-25.mp4,True,0.054,1,13,68,0.773
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-04-08.mp4,True,0.072,3,9,32,0.814
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-03-49.mp4,True,0.127,15,26,44,0.789
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-17-05.mp4,True,0.11,8,9,48,0.751
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-13-02.mp4,True,0.064,1,25,68,0.835
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-28-48.mp4,True,0.09,1,3,40,0.835
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-16-35.mp4,True,0.224,5,33,68,0.843
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-24-24.mp4,True,0.058,2,15,76,0.742
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-39-44.mp4,True,0.132,4,5,36,0.787
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-40-27.mp4,True,0.095,1,3,32,0.799
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-18-54.mp4,True,0.157,3,34,88,0.838
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 20-44-33.mp4,True,0.359,4,50,76,0.87
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-42-18.mp4,True,0.079,2,6,40,0.71
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-46-27.mp4,True,1.0,25,25,52,0.886
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-44-32.mp4,True,1.0,3,3,68,0.446
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-47-54.mp4,True,0.858,12,38,80,0.921
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-52-35.mp4,True,0.148,7,10,72,0.897
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-27-42.mp4,True,1.0,30,49,172,0.911
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-00-07.mp4,True,0.432,17,31,80,0.858
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-07-01.mp4,True,1.0,10,11,32,0.66
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-06-36.mp4,True,0.505,13,14,48,0.558
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-07-15.mp4,True,1.0,4,8,44,0.608
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-08-47.mp4,True,1.0,7,32,64,0.859
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-48-55.mp4,True,0.124,3,43,92,0.865
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 01-21-34.mp4,True,0.052,2,12,60,0.765
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 08-02-01.mp4,True,1.0,29,31,43,0.862
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 08-02-19.mp4,True,1.0,15,43,72,0.867
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 21-45-03.mp4,True,1.0,14,14,176,0.779
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 09-17-17.mp4,True,0.051,1,4,36,0.762
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-28-26.mp4,True,1.0,35,36,112,0.931
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 08-16-16.mp4,True,0.13,3,11,40,0.783
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 08-26-53.mp4,True,0.533,15,23,60,0.796
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-19-16.mp4,True,1.0,14,14,40,0.853
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-19-00.mp4,True,0.342,20,24,36,0.853
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-42-48.mp4,True,0.078,1,28,48,0.785
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-30-53.mp4,True,0.225,17,27,170,0.88
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-48-20.mp4,True,0.084,4,40,72,0.865
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-42-19.mp4,True,0.076,1,41,68,0.847
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-50-16.mp4,True,0.114,14,32,52,0.808
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 22-14-28.mp4,True,0.083,1,10,36,0.779
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-46-32.mp4,True,0.183,24,79,124,0.928
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 08-02-50.mp4,True,0.103,5,34,80,0.846
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-23-30.mp4,True,1.0,50,203,300,0.932
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-43-22.mp4,True,1.0,22,33,108,0.874
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 07-57-12.mp4,True,0.064,1,15,152,0.808
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-06-02.mp4,True,1.0,12,32,76,0.883
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 09-29-09.mp4,True,0.431,8,24,113,0.905
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 18-49-57.mp4,True,0.073,2,25,40,0.846
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-31-10.mp4,True,1.0,31,44,84,0.878
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-36-13.mp4,True,0.058,1,33,72,0.842
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-06-44.mp4,True,0.268,13,15,52,0.855
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-35-06.mp4,True,0.066,2,19,72,0.817
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-40-03.mp4,True,0.085,1,16,84,0.787
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-20-16.mp4,True,1.0,15,45,220,0.905
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-57-16.mp4,True,0.212,31,49,52,0.858
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-51-18.mp4,True,1.0,30,59,92,0.877
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-58-18.mp4,True,0.162,29,30,36,0.905
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 19-22-21.mp4,True,1.0,19,74,144,0.872
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-58-43.mp4,True,0.14,38,43,48,0.893
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-57-40.mp4,True,0.172,68,68,68,0.871
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-26\2026-02-26 20-52-25.mp4,True,0.101,21,31,88,0.788
