path,on_pad,best_overlap,pad_frame_count,dog_frame_count,total_frames_checked,best_confidence
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 20-32-22.mp4,True,0.828,10,44,164,0.754
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-26-15.mp4,True,1.0,27,27,32,0.747
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 22-01-12.mp4,True,0.798,10,21,80,0.819
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-26-27.mp4,True,1.0,25,25,32,0.747
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-23\2026-02-23 14-52-07.mp4,True,0.434,7,41,244,0.906
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-40-17.mp4,True,0.118,2,6,44,0.848
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-26-42.mp4,True,1.0,11,12,52,0.66
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-40-52.mp4,True,0.09,1,5,48,0.823
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-23-48.mp4,True,1.0,15,17,100,0.786
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 01-07-41.mp4,True,0.23,4,8,48,0.881
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 01-08-17.mp4,True,0.06,2,6,44,0.689
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-20-45.mp4,True,0.842,19,40,136,0.79
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-41-15.mp4,True,1.0,5,9,112,0.772
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 01-24-07.mp4,True,0.17,2,5,36,0.739
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 01-14-43.mp4,True,0.198,21,30,80,0.839
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 01-15-20.mp4,True,0.068,5,6,48,0.845
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 10-16-07.mp4,True,0.488,17,24,56,0.871
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 16-25-14.mp4,True,0.086,1,10,40,0.788
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 14-19-13.mp4,True,0.705,37,42,80,0.86
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 00-47-40.mp4,True,0.242,5,25,132,0.932
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 16-53-40.mp4,True,0.083,19,28,32,0.88
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 10-12-51.mp4,True,0.369,32,42,100,0.906
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 15-51-21.mp4,True,1.0,23,25,84,0.859
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 16-24-32.mp4,True,0.103,3,29,60,0.886
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 16-53-56.mp4,True,0.106,12,24,60,0.867
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 17-02-05.mp4,True,0.097,3,38,76,0.9
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-18-51.mp4,True,0.097,1,4,36,0.749
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-21-02.mp4,True,0.099,5,12,40,0.751
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 15-53-16.mp4,True,1.0,24,31,104,0.946
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-31-53.mp4,True,1.0,14,14,36,0.783
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-31-33.mp4,True,1.0,9,9,44,0.685
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-32-25.mp4,True,1.0,17,17,32,0.543
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-09-03.mp4,True,0.098,2,4,40,0.669
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-14-12.mp4,True,0.1,1,3,36,0.62
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-10-03.mp4,True,0.154,4,9,60,0.807
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 17-54-31.mp4,True,0.181,16,22,116,0.818
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-15-32.mp4,True,0.069,1,2,36,0.43
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-13-28.mp4,True,0.132,1,12,68,0.809
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-30-40.mp4,True,1.0,16,21,116,0.808
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-14-46.mp4,True,0.117,1,3,40,0.791
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-11-12.mp4,True,0.2,6,11,67,0.638
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 14-38-11.mp4,True,1.0,4,42,196,0.899
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-03-56.mp4,True,0.401,9,13,52,0.873
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-20-05.mp4,True,0.101,5,9,36,0.788
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 19-33-33.mp4,True,1.0,36,38,92,0.805
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-19-49.mp4,True,0.101,18,20,39,0.642
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-20-46.mp4,True,0.134,2,7,40,0.625
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-07-30.mp4,True,0.724,2,20,60,0.817
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-24-04.mp4,True,1.0,17,28,56,0.835
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-09-11.mp4,True,1.0,12,20,72,0.766
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-24-49.mp4,True,0.055,1,7,40,0.665
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 17-57-00.mp4,True,1.0,12,140,178,0.872
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-02-43.mp4,True,1.0,6,31,44,0.765
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-20-46.mp4,True,1.0,1,1,32,0.366
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-00-32.mp4,True,0.323,11,20,64,0.859
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 20-45-31.mp4,True,0.184,16,40,128,0.824
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-26-00.mp4,True,1.0,2,4,40,0.835
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-11-54.mp4,True,1.0,10,52,76,0.897
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-24\2026-02-24 23-08-01.mp4,True,0.697,4,40,132,0.745
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-30-03.mp4,True,0.366,7,9,40,0.691
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-26-24.mp4,True,1.0,2,3,44,0.403
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-22-14.mp4,True,0.445,3,4,56,0.819
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-29-38.mp4,True,0.616,21,22,36,0.758
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-18-56.mp4,True,1.0,7,9,92,0.741
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 00-21-42.mp4,True,1.0,14,14,68,0.814
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 10-22-00.mp4,True,0.311,7,12,48,0.825
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-56-52.mp4,True,0.173,1,1,31,0.749
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 10-50-50.mp4,True,0.561,14,19,56,0.886
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-57-04.mp4,True,0.173,3,8,36,0.854
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-56-22.mp4,True,0.112,2,3,36,0.681
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-57-18.mp4,True,0.26,3,14,52,0.853
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-53-49.mp4,True,0.105,19,26,64,0.846
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-01-52.mp4,True,1.0,4,4,36,0.479
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-03-58.mp4,True,0.844,13,13,32,0.739
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-01-20.mp4,True,0.997,17,17,64,0.873
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-54-33.mp4,True,0.094,1,3,84,0.647
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-04-16.mp4,True,0.82,11,14,44,0.919
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-57-48.mp4,True,1.0,42,53,88,0.927
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-23-21.mp4,True,0.066,42,42,56,0.895
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-51-07.mp4,True,0.172,11,11,36,0.893
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-50-44.mp4,True,0.172,12,17,48,0.828
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-51-33.mp4,True,0.141,8,8,40,0.602
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-55-45.mp4,True,0.149,19,19,48,0.9
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-57-37.mp4,True,0.077,1,11,36,0.592
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-59-46.mp4,True,0.1,1,7,40,0.602
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-53-50.mp4,True,0.054,8,32,84,0.892
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 13-02-58.mp4,True,1.0,92,92,124,0.949
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-06-10.mp4,True,0.079,13,13,32,0.753
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 12-52-16.mp4,True,1.0,31,47,180,0.905
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-02-09.mp4,True,0.176,35,36,84,0.753
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-05-37.mp4,True,0.095,9,12,74,0.636
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-23-32.mp4,True,0.092,3,9,36,0.884
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-51-55.mp4,True,0.185,3,39,160,0.811
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 15-54-33.mp4,True,0.16,137,140,140,0.911
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-08-19.mp4,True,0.066,4,68,107,0.85
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-09-07.mp4,True,0.064,5,42,92,0.896
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-06-25.mp4,True,0.08,65,69,144,0.845
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-27-37.mp4,True,0.833,3,11,51,0.856
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-25-55.mp4,True,0.462,4,31,140,0.823
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-30-05.mp4,True,0.486,17,24,44,0.929
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-21-52.mp4,True,1.0,9,76,124,0.852
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 17-29-23.mp4,True,0.62,80,80,80,0.951
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 16-03-22.mp4,True,0.123,3,131,272,0.93
C:\Users\jaysh\TapoVideos\Computer Camera\2026-02-25\2026-02-25 18-41-24.mp4,True,0.09,7,19,52,0.873
